combinedfips,countyfips,statefips,party,lng,lat,votes
808075,8075,8,republican,-103.1101132,40.72463929,7282
808077,8077,8,democratic,-108.4664844,39.01825229,21729
808077,8077,8,republican,-108.4664844,39.01825229,49779
808079,8079,8,democratic,-106.9241901,37.66954135,237
808079,8079,8,republican,-106.9241901,37.66954135,344
808081,8081,8,democratic,-108.2075581,40.61858161,874
808081,8081,8,republican,-108.2075581,40.61858161,5305
808083,8083,8,democratic,-108.5964924,37.33893986,3973
808083,8083,8,republican,-108.5964924,37.33893986,7853
808085,8085,8,democratic,-108.2688129,38.4024194,5466
808085,8085,8,republican,-108.2688129,38.4024194,14382
808087,8087,8,democratic,-103.8102221,40.26279879,3151
808087,8087,8,republican,-103.8102221,40.26279879,8145
808089,8089,8,democratic,-103.7166632,37.90245342,2943
808089,8089,8,republican,-103.7166632,37.90245342,4928
808091,8091,8,democratic,-107.7693048,38.15498465,1697
808091,8091,8,republican,-107.7693048,38.15498465,1351
808093,8093,8,democratic,-105.7172304,39.11969049,3421
808093,8093,8,republican,-105.7172304,39.11969049,6135
808095,8095,8,democratic,-102.3573987,40.59394842,436
808095,8095,8,republican,-102.3573987,40.59394842,1791
808097,8097,8,democratic,-106.9159345,39.21732141,7333
808097,8097,8,republican,-106.9159345,39.21732141,2550
808099,8099,8,democratic,-102.3932762,37.95519022,1186
808099,8099,8,republican,-102.3932762,37.95519022,3531
808101,8101,8,democratic,-104.5124892,38.17377693,35875
808101,8101,8,republican,-104.5124892,38.17377693,36265
808103,8103,8,democratic,-108.2172628,39.97993245,436
808103,8103,8,republican,-108.2172628,39.97993245,2791
808105,8105,8,democratic,-106.3829289,37.58223621,2001
808105,8105,8,republican,-106.3829289,37.58223621,3085
808107,8107,8,democratic,-106.9915083,40.48549841,7600
808107,8107,8,republican,-106.9915083,40.48549841,5230
808109,8109,8,democratic,-106.2809773,38.08034572,1417
808109,8109,8,republican,-106.2809773,38.08034572,1147
808111,8111,8,democratic,-107.6759098,37.7637698,265
808111,8111,8,republican,-107.6759098,37.7637698,215
808113,8113,8,democratic,-108.405806,38.00399367,2975
808113,8113,8,republican,-108.405806,38.00399367,1033
808115,8115,8,democratic,-102.3519638,40.87598057,267
808115,8115,8,republican,-102.3519638,40.87598057,1015
808117,8117,8,democratic,-106.1163363,39.63420352,9557
808117,8117,8,republican,-106.1163363,39.63420352,5100
808119,8119,8,democratic,-105.1619203,38.88227296,3603
808119,8119,8,republican,-105.1619203,38.88227296,9745
808121,8121,8,democratic,-103.2015041,39.97109881,296
808121,8121,8,republican,-103.2015041,39.97109881,2299
808123,8123,8,democratic,-104.3930144,40.55487277,46519
808123,8123,8,republican,-104.3930144,40.55487277,76652
808125,8125,8,democratic,-102.4246098,40.00284508,726
808125,8125,8,republican,-102.4246098,40.00284508,3850
909001,9001,9,democratic,-73.38919037,41.26973285,243852
909001,9001,9,republican,-73.38919037,41.26973285,160077
909003,9003,9,democratic,-72.73301048,41.80669859,240403
909003,9003,9,republican,-72.73301048,41.80669859,148173
909005,9005,9,democratic,-73.24526767,41.79242134,39775
909005,9005,9,republican,-73.24526767,41.79242134,53051
909007,9007,9,democratic,-72.5354823,41.46358412,45357
909007,9007,9,republican,-72.5354823,41.46358412,38867
909009,9009,9,democratic,-72.93235204,41.41072833,205609
909009,9009,9,republican,-72.93235204,41.41072833,159048
909011,9011,9,democratic,-72.10232387,41.48708483,62278
909011,9011,9,republican,-72.10232387,41.48708483,54058
909013,9013,9,democratic,-72.33642171,41.85510643,38506
909013,9013,9,republican,-72.33642171,41.85510643,34194
909015,9015,9,democratic,-71.98737539,41.83006633,21792
909015,9015,9,republican,-71.98737539,41.83006633,25747
1010001,10001,10,democratic,-75.56844621,39.08639126,26471
1010001,10001,10,republican,-75.56844621,39.08639126,29041
1010003,10003,10,democratic,-75.64791441,39.58150592,169799
1010003,10003,10,republican,-75.64791441,39.58150592,93475
1010005,10005,10,democratic,-75.38998106,38.66089142,39333
1010005,10005,10,republican,-75.38998106,38.66089142,62611
1111001,11001,11,democratic,-77.01629654,38.90478149,282830
1111001,11001,11,republican,-77.01629654,38.90478149,12723
1212001,12001,12,democratic,-82.35823348,29.67497355,75820
1212001,12001,12,republican,-82.35823348,29.67497355,46834
1212003,12003,12,democratic,-82.28452499,30.3309289,2112
1212003,12003,12,republican,-82.28452499,30.3309289,10294
1212005,12005,12,democratic,-85.62005473,30.26520819,21797
1212005,12005,12,republican,-85.62005473,30.26520819,62194
1212007,12007,12,democratic,-82.16822073,29.94967764,2924
1212007,12007,12,republican,-82.16822073,29.94967764,8913
1212009,12009,12,democratic,-80.73218698,28.29324349,119679
1212009,12009,12,republican,-80.73218698,28.29324349,181848
1212011,12011,12,democratic,-80.48723143,26.15220703,553320
1212011,12011,12,republican,-80.48723143,26.15220703,260951
1212013,12013,12,democratic,-85.19679907,30.40604523,1241
1212013,12013,12,republican,-85.19679907,30.40604523,4655
1212015,12015,12,democratic,-81.91185513,26.90579274,33445
1212015,12015,12,republican,-81.91185513,26.90579274,60218
1212017,12017,12,democratic,-82.47793438,28.84873662,22789
1212017,12017,12,republican,-82.47793438,28.84873662,54456
1212019,12019,12,democratic,-81.85783045,29.98317912,27822
1212019,12019,12,republican,-81.85783045,29.98317912,74963
1212021,12021,12,democratic,-81.34769003,26.11069361,61085
1212021,12021,12,republican,-81.34769003,26.11069361,105423
1212023,12023,12,democratic,-82.62162029,30.22445638,7601
1212023,12023,12,republican,-82.62162029,30.22445638,20368
1212027,12027,12,democratic,-81.80959835,27.18691656,3781
1212027,12027,12,republican,-81.80959835,27.18691656,6778
1212029,12029,12,democratic,-83.15870461,29.60806814,1270
1212029,12029,12,republican,-83.15870461,29.60806814,5822
1212031,12031,12,democratic,-81.67063889,30.33214142,205704
1212031,12031,12,republican,-81.67063889,30.33214142,211672
1212033,12033,12,democratic,-87.36273986,30.66830369,57461
1212033,12033,12,republican,-87.36273986,30.66830369,88808
1212035,12035,12,democratic,-81.31358003,29.46163468,22026
1212035,12035,12,republican,-81.31358003,29.46163468,33850
1212037,12037,12,democratic,-84.82018866,29.8613762,1744
1212037,12037,12,republican,-84.82018866,29.8613762,4125
1212039,12039,12,democratic,-84.61383904,30.57930999,15020
1212039,12039,12,republican,-84.61383904,30.57930999,6728
1212041,12041,12,democratic,-82.80043459,29.72600841,1458
1212041,12041,12,republican,-82.80043459,29.72600841,6740
1212043,12043,12,democratic,-81.1889838,26.95642237,1271
1212043,12043,12,republican,-81.1889838,26.95642237,2996
1212045,12045,12,democratic,-85.23056011,29.95068747,1720
1212045,12045,12,republican,-85.23056011,29.95068747,5329
1212047,12047,12,democratic,-82.94763284,30.49612932,1904
1212047,12047,12,republican,-82.94763284,30.49612932,3443
1212049,12049,12,democratic,-81.80953792,27.49319733,2149
1212049,12049,12,republican,-81.80953792,27.49319733,5242
1212051,12051,12,democratic,-81.16511547,26.55374425,4615
1212051,12051,12,republican,-81.16511547,26.55374425,6195
1212053,12053,12,democratic,-82.42535431,28.55404893,31795
1212053,12053,12,republican,-82.42535431,28.55404893,58970
1212055,12055,12,democratic,-81.34078347,27.3428855,14937
1212055,12055,12,republican,-81.34078347,27.3428855,29565
1212057,12057,12,democratic,-82.30867294,27.92948052,307896
1212057,12057,12,republican,-82.30867294,27.92948052,266870
1212059,12059,12,democratic,-85.81424864,30.86794622,853
1212059,12059,12,republican,-85.81424864,30.86794622,7483
1212061,12061,12,democratic,-80.60559316,27.69396994,29043
1212061,12061,12,republican,-80.60559316,27.69396994,48620
1212063,12063,12,democratic,-85.21596518,30.79547704,6397
1212063,12063,12,republican,-85.21596518,30.79547704,14257
1212065,12065,12,democratic,-83.89500601,30.43779668,3541
1212065,12065,12,republican,-83.89500601,30.43779668,3930
1212067,12067,12,democratic,-83.18086561,29.98555842,518
1212067,12067,12,republican,-83.18086561,29.98555842,2809
1212069,12069,12,democratic,-81.71135257,28.76121706,62838
1212069,12069,12,republican,-81.71135257,28.76121706,102188
1212071,12071,12,democratic,-81.84068841,26.57801557,124908
1212071,12071,12,republican,-81.84068841,26.57801557,191551
1212073,12073,12,democratic,-84.27761309,30.45806493,92068
1212073,12073,12,republican,-84.27761309,30.45806493,53821
1212075,12075,12,democratic,-82.74249558,29.31952768,5101
1212075,12075,12,republican,-82.74249558,29.31952768,13775
1212077,12077,12,democratic,-84.88318825,30.24145856,651
1212077,12077,12,republican,-84.88318825,30.24145856,2543
1212079,12079,12,democratic,-83.46989512,30.44431386,3526
1212079,12079,12,republican,-83.46989512,30.44431386,4851
1212081,12081,12,democratic,-82.31571914,27.47189899,71224
1212081,12081,12,republican,-82.31571914,27.47189899,101944
1212083,12083,12,democratic,-82.05662463,29.21028272,62041
1212083,12083,12,republican,-82.05662463,29.21028272,107833
1212085,12085,12,democratic,-80.43133534,27.07737178,30185
1212085,12085,12,republican,-80.43133534,27.07737178,53204
1212086,12086,12,democratic,-80.55914415,25.61511557,624146
1212086,12086,12,republican,-80.55914415,25.61511557,333999
1212087,12087,12,democratic,-81.12021765,25.27277607,18971
1212087,12087,12,republican,-81.12021765,25.27277607,21904
1212089,12089,12,democratic,-81.80190989,30.61062054,10869
1212089,12089,12,republican,-81.80190989,30.61062054,34266
1212091,12091,12,democratic,-86.59219666,30.69101554,23780
1212091,12091,12,republican,-86.59219666,30.69101554,71893
1212093,12093,12,democratic,-80.88873614,27.3866315,3959
1212093,12093,12,republican,-80.88873614,27.3866315,9356
1212095,12095,12,democratic,-81.32311592,28.51429239,329894
1212095,12095,12,republican,-81.32311592,28.51429239,195216
1212097,12097,12,democratic,-81.14924253,28.06245875,85458
1212097,12097,12,republican,-81.14924253,28.06245875,50301
1212099,12099,12,democratic,-80.46503899,26.64741122,374673
1212099,12099,12,republican,-80.46503899,26.64741122,272402
1212101,12101,12,democratic,-82.3964731,28.30833195,90142
1212101,12101,12,republican,-82.3964731,28.30833195,142101
1212103,12103,12,democratic,-82.73164012,27.92895178,233701
1212103,12103,12,republican,-82.73164012,27.92895178,239201
1212105,12105,12,democratic,-81.69711072,27.94872638,117433
1212105,12105,12,republican,-81.69711072,27.94872638,157430
1212107,12107,12,democratic,-81.7442726,29.60884076,10094
1212107,12107,12,republican,-81.7442726,29.60884076,22138
1212109,12109,12,democratic,-81.4405388,29.90168542,43099
1212109,12109,12,republican,-81.4405388,29.90168542,88684
1212111,12111,12,democratic,-80.47111892,27.377528,66881
1212111,12111,12,republican,-80.47111892,27.377528,70289
1212113,12113,12,democratic,-87.02194752,30.70016907,18464
1212113,12113,12,republican,-87.02194752,30.70016907,65339
1212115,12115,12,democratic,-82.33141981,27.18432942,97870
1212115,12115,12,republican,-82.33141981,27.18432942,124438
1212117,12117,12,democratic,-81.23634611,28.71682625,105913
1212117,12117,12,republican,-81.23634611,28.71682625,109436
1212119,12119,12,democratic,-82.08128977,28.70520781,22638
1212119,12119,12,republican,-82.08128977,28.70520781,52730
1212121,12121,12,democratic,-82.99147597,30.19562156,3964
1212121,12121,12,republican,-82.99147597,30.19562156,14287
1212123,12123,12,democratic,-83.60328684,30.04712958,2152
1212123,12123,12,republican,-83.60328684,30.04712958,6930
1212125,12125,12,democratic,-82.37209886,30.04340869,1014
1212125,12125,12,republican,-82.37209886,30.04340869,4568
1212127,12127,12,democratic,-81.18197434,29.05852431,109091
1212127,12127,12,republican,-81.18197434,29.05852431,143007
1212129,12129,12,democratic,-84.40005301,30.16603091,4348
1212129,12129,12,republican,-84.40005301,30.16603091,10512
1212131,12131,12,democratic,-86.17009489,30.64341925,6876
1212131,12131,12,republican,-86.17009489,30.64341925,25756
1212133,12133,12,democratic,-85.66575949,30.61054912,2264
1212133,12133,12,republican,-85.66575949,30.61054912,8637
1313001,13001,13,democratic,-82.28874491,31.749434,1434
1313001,13001,13,republican,-82.28874491,31.749434,5494
1515001,15001,15,democratic,-155.5211676,19.60123507,41259
1515001,15001,15,republican,-155.5211676,19.60123507,17501
1515003,15003,15,democratic,-157.9746934,21.45879706,175696
1515003,15003,15,republican,-157.9746934,21.45879706,90326
1515007,15007,15,democratic,-159.5957496,22.03978487,16456
1515007,15007,15,republican,-159.5957496,22.03978487,7574
1515009,15009,15,democratic,-156.5692176,20.86402572,33480
1515009,15009,15,republican,-156.5692176,20.86402572,13446
1616001,16001,16,democratic,-116.241035,43.45084054,75677
1616001,16001,16,republican,-116.241035,43.45084054,93752
1616003,16003,16,democratic,-116.4539483,44.88931492,415
1616003,16003,16,republican,-116.4539483,44.88931492,1556
1616005,16005,16,democratic,-112.2247491,42.6686619,10342
1616005,16005,16,republican,-112.2247491,42.6686619,17180
1616007,16007,16,democratic,-111.3294847,42.28476453,255
1616007,16007,16,republican,-111.3294847,42.28476453,2203
1616009,16009,16,democratic,-116.6586207,47.21772961,770
1616009,16009,16,republican,-116.6586207,47.21772961,3103
1616011,16011,16,democratic,-112.3976535,43.21643996,2924
1616011,16011,16,republican,-112.3976535,43.21643996,10907
1616013,16013,16,democratic,-113.980642,43.41242641,6416
1616013,16013,16,republican,-113.980642,43.41242641,3340
1616015,16015,16,democratic,-115.730321,43.98909247,777
1616015,16015,16,republican,-115.730321,43.98909247,2673
1616017,16017,16,democratic,-116.6009928,48.2996896,5819
1616017,16017,16,republican,-116.6009928,48.2996896,13343
1616019,16019,16,democratic,-111.6147928,43.38792191,8930
1616019,16019,16,republican,-111.6147928,43.38792191,26699
1616021,16021,16,democratic,-116.4627525,48.766998,933
1616021,16021,16,republican,-116.4627525,48.766998,3789
1616023,16023,16,democratic,-113.1719663,43.72266581,160
1616023,16023,16,republican,-113.1719663,43.72266581,914
1616025,16025,16,democratic,-114.8053772,43.46356926,110
1616025,16025,16,republican,-114.8053772,43.46356926,410
1616027,16027,16,democratic,-116.7092162,43.6251769,16883
1616027,16027,16,republican,-116.7092162,43.6251769,47222
1616029,16029,16,democratic,-111.5621762,42.77049766,271
1616029,16029,16,republican,-111.5621762,42.77049766,2275
1616031,16031,16,democratic,-113.6013217,42.28381567,1036
1616031,16031,16,republican,-113.6013217,42.28381567,5949
1616033,16033,16,democratic,-112.3520136,44.28409003,44
1616033,16033,16,republican,-112.3520136,44.28409003,203
1616035,16035,16,democratic,-115.656021,46.67349275,704
1616035,16035,16,republican,-115.656021,46.67349275,2852
1616037,16037,16,democratic,-114.2816427,44.24147306,427
1616037,16037,16,republican,-114.2816427,44.24147306,1777
1616039,16039,16,democratic,-115.4691486,43.35417471,1814
1616039,16039,16,republican,-115.4691486,43.35417471,5816
1616041,16041,16,democratic,-111.8131009,42.18121994,385
1616041,16041,16,republican,-111.8131009,42.18121994,3901
1616043,16043,16,democratic,-111.4821032,44.22898675,651
1616043,16043,16,republican,-111.4821032,44.22898675,4090
1616045,16045,16,democratic,-116.3979457,44.0602805,1229
1616045,16045,16,republican,-116.3979457,44.0602805,5980
1616047,16047,16,democratic,-114.8116615,42.97094353,930
1616047,16047,16,republican,-114.8116615,42.97094353,3743
1616049,16049,16,democratic,-115.4671964,45.84388002,1196
1616049,16049,16,republican,-115.4671964,45.84388002,6441
1616051,16051,16,democratic,-112.3114205,43.82027224,976
1616051,16051,16,republican,-112.3114205,43.82027224,8436
1616053,16053,16,democratic,-114.2642648,42.68974614,1329
1616053,16053,16,republican,-114.2642648,42.68974614,4644
1616055,16055,16,democratic,-116.7000308,47.6744641,16264
1616055,16055,16,republican,-116.7000308,47.6744641,44449
1616057,16057,16,democratic,-116.7117113,46.81645625,8093
1616057,16057,16,republican,-116.7117113,46.81645625,7265
1616059,16059,16,democratic,-113.9335998,44.9436279,733
1616059,16059,16,republican,-113.9335998,44.9436279,3011
1616061,16061,16,democratic,-116.4267621,46.2366682,270
1616061,16061,16,republican,-116.4267621,46.2366682,1202
1616063,16063,16,democratic,-114.1383193,43.00232711,360
1616063,16063,16,republican,-114.1383193,43.00232711,1184
1616065,16065,16,democratic,-111.6592182,43.78411982,1201
1616065,16065,16,republican,-111.6592182,43.78411982,8941
1616067,16067,16,democratic,-113.6374976,42.85441649,1167
1616067,16067,16,republican,-113.6374976,42.85441649,4887
1616069,16069,16,democratic,-116.7498104,46.32729495,4828
1616069,16069,16,republican,-116.7498104,46.32729495,10699
1616071,16071,16,democratic,-112.5395749,42.19490877,184
1616071,16071,16,republican,-112.5395749,42.19490877,1531
1616073,16073,16,democratic,-116.1698327,42.58161924,591
1616073,16073,16,republican,-116.1698327,42.58161924,3052
1616075,16075,16,democratic,-116.7604309,44.00714137,1507
1616075,16075,16,republican,-116.7604309,44.00714137,6489
